"gauge_id","gauge_name","area_km2","date","pr_mm_yr","et_mm_yr","tmin_C_yr","tmax_C_yr","tavg_C_yr","pet_mm_yr","qobs_m3s_yr","qobs_mm_yr","qsim_m3s_yr","qsim_mm_yr","sim_short_name","sim_pr_name","sim_pet_name","sim_txn_name","sim_lai_name"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1960-01-01,1962.32949366734,793.483990566939,6.0586080111687,17.0192366074438,11.2668057322599,1101.02781247889,NA,NA,63.0189066908373,1102.49645161342,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1961-01-01,2572.10382933162,813.158292872828,5.93514552596605,15.8406040432675,10.648798977351,1012.33071533759,NA,NA,93.1991361041219,1630.49031225371,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1962-01-01,1563.47843139944,718.186625847177,6.15544379038349,17.2856407905101,11.4139137304859,1099.86334718019,NA,NA,44.2484602543593,774.113246031317,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1963-01-01,2681.85476423293,848.155897041051,5.9425826412428,16.1798309381145,10.9539610364931,1026.70207027288,NA,NA,89.1825599293177,1560.22154351608,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1964-01-01,2341.2299750051,860.565647646726,5.93352903785943,16.0638962523726,10.9260296883518,1031.75734926347,NA,NA,71.4310899498854,1249.66501864238,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1965-01-01,2677.79755865667,905.176488811285,5.88300963824753,15.759587808893,10.7749023938297,998.414568614622,NA,NA,94.7572539543228,1657.74910634021,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1966-01-01,2397.17188854346,831.811088423722,5.84916753422779,15.9223750797611,10.7197106225205,1018.33839859726,NA,NA,82.0762039026895,1435.89802356523,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1967-01-01,2275.15951566693,828.809225402923,5.47807684668174,15.6307263749796,10.4019918171281,1017.30556987674,NA,NA,79.8969545579743,1397.77272441467,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1968-01-01,2022.39377120664,830.025007454646,5.92938882507543,16.3787030040671,10.890049528813,1029.62273993308,NA,NA,54.48305958541,953.16442350611,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1969-01-01,2546.10836719203,816.900505401633,5.52885643372755,15.8557371969364,10.5159042627874,1027.45020964817,173.724777265745,3039.26171605043,96.900482013389,1695.2442241421,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1970-01-01,2387.75441754051,825.717345205555,5.60455091029988,16.0083318445809,10.6140111022711,1031.50405668176,97.3464010496672,1703.04544096764,77.2167552430466,1350.88345912131,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1971-01-01,2447.97509826873,835.703290359483,5.26511278946591,15.2320846737096,10.1110798270745,981.509048099397,113.184436419315,1980.12701398236,79.5121882721128,1391.04135620887,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1972-01-01,2537.40482984644,863.545032395165,5.72318817820269,15.9783637401543,10.6912455408744,1036.05890333967,108.122032196267,1891.56180418073,89.2115205053488,1560.72819991474,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1973-01-01,2150.3047414963,800.623753559119,5.30513237892528,15.9459802012072,10.3699703930289,1037.41218522395,87.3851747311828,1528.77684053436,72.2685892010196,1264.3168112724,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1974-01-01,1961.857436331,844.969786639131,5.18515816453918,15.8864180837301,10.343079788436,1027.11514186126,69.5900136154168,1217.45595262575,58.2456997452995,1018.99065951695,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1975-01-01,2566.09582940728,810.687388158372,5.63626267721755,15.6397502911136,10.3450939926847,1003.1007516791,86.4103886794209,1511.72325741808,88.1243764860094,1541.70894860347,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1976-01-01,2008.9222701067,809.946652811574,5.33129991861181,15.7099337375114,10.2520040838185,1013.69191423431,73.7825101303035,1290.80239377778,60.8337019742158,1064.26696505722,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1977-01-01,2813.67205867059,862.059787105032,6.33706020708681,16.5260202876783,11.1937647033749,1043.62817058415,110.531838197645,1933.72062135331,101.888466328094,1782.50748046364,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1978-01-01,2438.96115446758,740.513649371092,6.15319530387494,16.9073936407962,11.1981468572336,1061.78558403044,101.567827316948,1776.89799926824,92.5096364800979,1618.42772772484,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1979-01-01,2647.16461926848,788.794295532995,6.03091165547156,16.9536246808282,11.1127074825534,1072.06204355846,84.2383940092166,1473.72487657387,90.5400499701389,1583.97041558789,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1980-01-01,2804.85370400001,882.77302788925,6.27879342365028,16.1781705760235,10.9891154380289,1029.62513667892,115.755184773205,2025.10146826888,106.05431995364,1855.38781243507,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1981-01-01,2639.13543786675,900.035551105194,6.28585038070972,16.2991309823482,11.0651750106747,1022.84368724417,82.5468010752688,1444.1309768193,96.0057294109741,1679.59080168471,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1982-01-01,2817.05475602691,850.375682616281,6.44499296497265,16.1775531968904,11.0882515034654,1023.22499122919,98.7809184587814,1728.14188323194,102.202275984787,1787.99748419669,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1983-01-01,2005.60197681453,782.640136329039,5.87729067775043,16.7583954958335,11.0654895017685,1088.79548558185,65.287007074137,1142.17617244321,67.3326559555146,1177.9641724482,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1984-01-01,2458.32003398693,826.491707236045,5.67538246524288,15.6881738082408,10.4589106541075,1020.35864421242,91.7105363675689,1604.44771625195,81.9572469861395,1433.81690878115,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1985-01-01,2164.12055291274,839.932462560477,6.21758844398658,16.5789710901734,11.1649471159505,1053.33119256492,82.3423655913979,1440.55444070677,70.9200530322037,1240.72458444616,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1986-01-01,2827.24748008218,859.024777361822,6.1497839993492,15.9360427602335,10.8284778329976,1011.23229926458,97.2758922171019,1701.81191055918,99.4559420034377,1739.95121319049,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1987-01-01,2267.86395683281,789.98968141677,6.54272150978833,16.9342933173742,11.4474413529164,1066.83655503864,79.8259536610343,1396.53058549084,81.9088326099738,1432.96991411347,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1988-01-01,1746.14534520775,798.810001603219,5.77038295010926,16.2888560886802,10.7056078940908,1043.12385585613,49.258357248795,861.759857966543,49.577146569971,867.33697940302,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1989-01-01,1977.88498578398,813.930663893216,5.85973377282151,16.7723948352931,11.0309524915286,1064.61131591245,59.4004683179723,1039.1929816558,53.814766263974,941.472836739384,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1990-01-01,2213.05861858279,826.34355855668,6.05774021030044,16.3810177506319,10.9265492466705,1035.44172846811,84.7417037890425,1482.53012686237,78.5504577241443,1374.21617512877,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1991-01-01,2345.26206458917,786.97949103329,5.81031356178148,16.065155804717,10.6444958500887,1019.29010242102,82.7715988223246,1448.06374448338,73.2225683292012,1281.00638363984,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1992-01-01,2532.61048648127,871.267382937823,5.87938992115704,15.7095996814164,10.4848978196399,1014.44088126591,108.284382338401,1894.40207014248,90.9467457769815,1591.08543403989,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
10134001,"Rio Cruces En Rucaco",1802.60375304962,1993-01-01,3033.03870727304,871.08082380582,6.12662095782386,16.2466501298653,10.8478499096824,1025.39399502432,115.294110983103,2017.03512367149,116.568043195952,2039.32217716089,"hist_cr2met_lai_ltm_sat","cr2met","cr2met_hsm","cr2met","AVHRR_VGT_LTM"
